track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,30,1,3009,3009,0,0,5101346,8215353,10682212,599.35,4,5,1,0,512,4096,3009,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,30,1,1909,1909,0,0,8762113,11922970,13997839,380.30,4,5,1,0,512,4096,1909,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,30,1,3586,3586,0,0,4830656,11355820,14342048,714.60,4,5,1,0,512,4096,3586,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,50,1,1916,1916,0,0,8803253,13414808,15275657,381.12,4,5,1,0,512,4096,1916,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,50,1,2522,2522,0,0,5717295,11838849,13394878,501.96,4,5,1,0,512,4096,2522,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,50,1,2400,2400,0,0,7649533,13467147,15807715,477.78,4,5,1,0,512,4096,2400,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,70,1,2877,2877,0,0,5395185,8375691,11349129,572.74,4,5,1,0,512,4096,2877,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,70,1,2153,2153,0,0,8445332,12895077,14187266,428.77,4,5,1,0,512,4096,2153,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,70,1,2217,2217,0,0,8514971,13119806,15907884,441.25,4,5,1,0,512,4096,2217,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,90,1,2454,2454,0,0,7571682,11321528,14133795,488.67,4,5,1,0,512,4096,2454,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,90,1,3054,3054,0,0,5347154,7651182,9872770,608.39,4,5,1,0,512,4096,3054,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,90,1,2773,2773,0,0,6810412,12417026,15240913,552.58,4,5,1,0,512,4096,2773,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,10,2,3028,3028,0,0,5012554,7338502,8821109,603.94,4,5,1,0,512,4096,3028,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,10,2,2588,2588,0,0,5294173,11898076,14193733,516.07,4,5,1,0,512,4096,2588,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,10,2,2305,2305,0,0,7898671,12473215,15332472,458.60,4,5,1,0,512,4096,2305,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,30,2,2570,2570,0,0,6489422,11940325,14045493,511.30,4,5,1,0,512,4096,2570,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,30,2,1970,1970,0,0,8478189,11839655,13888653,392.55,4,5,1,0,512,4096,1970,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,30,2,1964,1964,0,0,9378168,15078170,17244068,391.62,4,5,1,0,512,4096,1964,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,50,2,3101,3101,0,0,5221373,8433569,10942695,617.68,4,5,1,0,512,4096,3101,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,50,2,1937,1937,0,0,8753529,13141773,15398149,386.24,4,5,1,0,512,4096,1937,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,50,2,2413,2413,0,0,7509720,13460402,16138979,480.62,4,5,1,0,512,4096,2413,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,70,2,2206,2206,0,0,7109470,12940123,14703139,439.45,4,5,1,0,512,4096,2206,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,70,2,1974,1974,0,0,8390059,12874072,15178439,393.04,4,5,1,0,512,4096,1974,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,70,2,2381,2381,0,0,8074109,14641559,16954006,474.12,4,5,1,0,512,4096,2381,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,90,2,2557,2557,0,0,6380031,9573786,12104553,509.80,4,5,1,0,512,4096,2557,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,90,2,2764,2764,0,0,5711811,8983327,11410494,550.76,4,5,1,0,512,4096,2764,type3_numa_node1,4
